DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
5,4XX KINGS RUN CT,39.1765512909686,-84.5089926089301,WINTON HILLS,WINTON HILLS,"2,200",139011587,4,"CINC, OH 45223",BLACK,MALE,21,NONFATAL,05/13/2013 12:00:00 AM,MAY,012800,1,MON,139011587,05/13/2013 01:28:00 AM,DISTRICT 5,45232,WINTON HILLS
1,13XX VINE ST,39.1094709176066,-84.515459858911,OVER-THE-RHINE,OVER-THE-RHINE,"1,920",129022132,1,"CINC, OH 45205",BLACK,MALE,52,NONFATAL,08/08/2012 12:00:00 AM,AUG,000100,0,WED,129022132,08/08/2012 12:01:00 AM,DISTRICT 1,45202,OTR
3,9XX CHATEAU AVE,39.1074698121241,-84.5589182557734,EAST PRICE HILL,EAST PRICE HILL,"4,297",189014184,1,,BLACK,MALE,52,FATAL,05/29/2018 12:00:00 AM,MAY,224400,22,TUE,189014184,05/29/2018 10:44:00 PM,DISTRICT 3,,EAST PRICE HILL
3,21XX QUEEN CITY AV,39.1277937656155,-84.5740930485788,SOUTH FAIRMOUNT,WESTWOOD,"1,573",31108144,2,"CINC, OH 45202",BLACK,FEMALE,29,NONFATAL,09/15/2011 12:00:00 AM,SEP,010500,1,THU,31108144,09/15/2011 01:05:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT - WESTWOOD
5,X CRAFT ST,39.1792900396137,-84.5093184208087,WINTON HILLS,WINTON HILLS,"2,952",159008215,1,"CINCI, OH 45224",BLACK,MALE,26,NONFATAL,04/06/2015 12:00:00 AM,APR,202200,20,MON,159008215,04/06/2015 08:22:00 PM,DISTRICT 5,45232,WINTON HILLS
4,25XX PARK AV,39.1257994766491,-84.4870424350104,WALNUT HILLS,WALNUT HILLS,"2,079",139000849,2,"CINC, OH 45206",BLACK,MALE,24,FATAL,01/11/2013 12:00:00 AM,JAN,133000,13,FRI,139000849,01/11/2013 01:30:00 PM,DISTRICT 4,45206,WALNUT HILLS
3,24XX WILLIAMSBURG DR,39.1542701393573,-84.5601504367247,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,"2,703",149018818,1,"CINCINNATI, OH",BLACK,FEMALE,24,NONFATAL,08/02/2014 12:00:00 AM,AUG,203000,20,SAT,149018818,08/02/2014 08:30:00 PM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
2,18XX CLARION AV,39.1448788019395,-84.4690707701396,EVANSTON,EVANSTON,810,20905865,1,,BLACK,MALE,25,NONFATAL,12/13/2009 12:00:00 AM,DEC,,N/A,SUN,20905865,12/13/2009 12:00:00 AM,DISTRICT 2,45207,EVANSTON
2,57XX MONTGOMERY RD,39.1775645108746,-84.4374362203913,PLEASANT RIDGE,PLEASANT RIDGE,"1,276",21100125,2,"CINC, OH 45223",BLACK,MALE,24,FATAL,01/08/2011 12:00:00 AM,JAN,172000,17,SAT,21100125,01/08/2011 05:20:00 PM,DISTRICT 2,45212,PLEASANT RIDGE
2,36XX NORTHDALE PL,39.1829154040029,-84.4138867191691,KENNEDY HEIGHTS,KENNEDY HEIGHTS,63,20801341,1,,WHITE,MALE,50,NONFATAL,03/27/2008 12:00:00 AM,MAR,,N/A,THU,20801341,03/27/2008 12:00:00 AM,DISTRICT 2,45213,KENNEDY HEIGHTS
5,8XX DUTCH COLONY DR,39.1905587160619,-84.5192244241557,WINTON HILLS,WINTON HILLS,"3,591",169018895,1,"CINCINNATI, OH 45227",BLACK,MALE,19,NONFATAL,07/27/2016 12:00:00 AM,JUL,142000,14,WED,169018895,07/27/2016 02:20:00 PM,DISTRICT 5,,WINTON HILLS
5,1XX W MCMILLAN ST,39.1281717969127,-84.5176518241372,CUF,CUF,"4,092",179040831,1,,BLACK,MALE,18,FATAL,09/30/2017 12:00:00 AM,SEP,013500,1,SAT,179040831,09/30/2017 01:35:00 AM,DISTRICT 5,,CUF - HEIGHTS
5,81XX DALY RD,39.2153581272444,-84.5307434695917,COLLEGE HILL,COLLEGE HILL,"3,565",169017772,2,"CINCINNATI, OH 45224",BLACK,FEMALE,26,NONFATAL,07/17/2016 12:00:00 AM,JUL,205000,20,SUN,169017772,07/17/2016 08:50:00 PM,DISTRICT 5,,COLLEGE HILL
5,40XX CHERRY ST,39.1601478261067,-84.543182472524,NORTHSIDE,NORTHSIDE,"1,658",51106759,1,"CIN, OH 45223",WHITE,MALE,27,NONFATAL,11/30/2011 12:00:00 AM,NOV,100000,10,WED,51106759,11/30/2011 10:00:00 AM,DISTRICT 5,45223,NORTHSIDE
5,XX W MITCHELL AV,39.1610228863182,-84.5053629865461,CLIFTON,CLIFTON,"4,111",179044155,1,,BLACK,MALE,29,NONFATAL,10/14/2017 12:00:00 AM,OCT,234400,23,SAT,179044155,10/14/2017 11:44:00 PM,DISTRICT 5,,NORTH AVONDALE
2,33XX MONTGOMERY RD,39.1368863844243,-84.4763437329678,EVANSTON,EVANSTON,"4,143",179049345,1,"CINCINNATI, OH 45207",BLACK,MALE,19,NONFATAL,11/17/2017 12:00:00 AM,NOV,001600,0,FRI,179049345,11/17/2017 12:16:00 AM,DISTRICT 2,,EVANSTON
1,4XX W 9TH ST,39.104481835754,-84.5212601819854,WEST END,WEST END,"4,336",189016790,1,,BLACK,FEMALE,29,NONFATAL,06/24/2018 12:00:00 AM,JUN,235200,23,SUN,189016790,06/24/2018 11:52:00 PM,DISTRICT 1,,WEST END
4,29XX READING RD,39.1319578384666,-84.4968887983301,AVONDALE,AVONDALE,725,40906566,1,,BLACK,MALE,-8,NONFATAL,09/19/2009 12:00:00 AM,SEP,,N/A,SAT,40906566,09/19/2009 12:00:00 AM,DISTRICT 4,45206,AVONDALE
5,8XX DUTCH COLONY DR,39.1902985494877,-84.5188759933151,WINTON HILLS,WINTON HILLS,"1,293",51100596,1,"CINC, OH 45240",BLACK,MALE,20,NONFATAL,02/01/2011 12:00:00 AM,FEB,140400,14,TUE,51100596,02/01/2011 02:04:00 PM,DISTRICT 5,45232,WINTON HILLS
4,35XX BURNET AV,39.1460112538557,-84.5008595478242,AVONDALE,AVONDALE,"4,093",179040988,1,,BLACK,MALE,25,NONFATAL,10/01/2017 12:00:00 AM,OCT,195000,19,SUN,179040988,10/01/2017 07:50:00 PM,DISTRICT 4,,AVONDALE
0,X TAYLOR SOUTHGATE BRIDGE,39.0965922975209,-84.5023475425516,CBD/RIVERFRONT,DOWNTOWN,"4,138",179048667,1,,WHITE,MALE,40,NONFATAL,11/12/2017 12:00:00 AM,NOV,073000,7,SUN,179048667,11/12/2017 07:30:00 AM,CENTRAL BUSINESS SECTION,,
4,20XX SEYMOUR AV,39.1839890013531,-84.4583197934685,ROSELAWN,ROSELAWN,"1,611",41106660,1,"CINC, OH 45237",BLACK,MALE,24,NONFATAL,10/14/2011 12:00:00 AM,OCT,121000,12,FRI,41106660,10/14/2011 12:10:00 PM,DISTRICT 4,45237,BOND HILL
4,37XX READING RD,39.1513647016601,-84.4865747444046,NORTH AVONDALE,AVONDALE,"3,128",159019613,1,"CINCINNATI, OH 45232",BLACK,MALE,33,NONFATAL,07/25/2015 12:00:00 AM,JUL,221500,22,SAT,159019613,07/25/2015 10:15:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
4,71XX VINE ST,39.1958994182626,-84.4801118106431,CARTHAGE,CARTHAGE,"3,450",169009968,1,"CINCINNATI, OH 45205",WHITE,MALE,40,NONFATAL,04/28/2016 12:00:00 AM,APR,024500,2,THU,169009968,04/28/2016 02:45:00 AM,DISTRICT 4,,CARTHAGE
1,18XX BAYMILLER ST,39.1158227194077,-84.5289488662464,WEST END,WEST END,723,10904310,1,,BLACK,MALE,27,NONFATAL,09/16/2009 12:00:00 AM,SEP,,N/A,WED,10904310,09/16/2009 12:00:00 AM,DISTRICT 1,45214,WEST END
1,15XX LINN ST,39.1122592118964,-84.5274439311477,WEST END,WEST END,"1,312",11100768,1,"C/O, 45238",BLACK,MALE,21,NONFATAL,03/01/2011 12:00:00 AM,MAR,214000,21,TUE,11100768,03/01/2011 09:40:00 PM,DISTRICT 1,45214,WEST END
1,15XX VINE ST,39.1127172834511,-84.5166758221944,OVER-THE-RHINE,OVER-THE-RHINE,39,10800919,1,,BLACK,MALE,49,NONFATAL,03/02/2008 12:00:00 AM,MAR,,N/A,SUN,10800919,03/02/2008 12:00:00 AM,DISTRICT 1,45202,OTR
3,50XX GLENCROSSING WY,39.1293425983018,-84.6125234811836,WESTWOOD,WESTWOOD,"3,298",159031004,1,"CINTI, OH 45211",BLACK,MALE,26,FATAL,11/15/2015 12:00:00 AM,NOV,015000,1,SUN,159031004,11/15/2015 01:50:00 AM,DISTRICT 3,,
4,37XX READING RD,39.1517003490311,-84.4852256488407,NORTH AVONDALE,AVONDALE,"2,524",149002759,1,"CINC, OH 45229",BLACK,MALE,52,NONFATAL,02/05/2014 12:00:00 AM,FEB,163100,16,WED,149002759,02/05/2014 04:31:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
4,9XX LEXINGTON AVE,39.1467646545274,-84.48468538898,AVONDALE,AVONDALE,"2,769",149024611,2,"CINC, OH 45229",BLACK,MALE,49,NONFATAL,09/28/2014 12:00:00 AM,SEP,013000,1,SUN,149024611,09/28/2014 01:30:00 AM,DISTRICT 4,45229,AVONDALE
4,4XX GLENWOOD AV,39.1504867452617,-84.4980043631673,NORTH AVONDALE,AVONDALE,134,40803583,1,,BLACK,MALE,21,NONFATAL,05/28/2008 12:00:00 AM,MAY,,N/A,WED,40803583,05/28/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
3,23XX BALTIMORE AV,39.1507348644539,-84.5609807323914,EAST WESTWOOD,EAST WESTWOOD,"2,914",159005873,1,"CINCINNATI, OH 45225",BLACK,MALE,31,NONFATAL,03/13/2015 12:00:00 AM,MAR,121500,12,FRI,159005873,03/13/2015 12:15:00 PM,DISTRICT 3,45225,EAST WESTWOOD
1,12XX RACE ST,39.1083437468302,-84.5174794247735,OVER-THE-RHINE,OVER-THE-RHINE,619,10902914,1,,BLACK,MALE,38,NONFATAL,07/03/2009 12:00:00 AM,JUL,,N/A,FRI,10902914,07/03/2009 12:00:00 AM,DISTRICT 1,45202,OTR
3,19XX HARRISON AV,39.1321736008066,-84.5640982450168,SOUTH FAIRMOUNT,NORTH FAIRMOUNT,429,30900141,1,,BLACK,FEMALE,18,NONFATAL,01/07/2009 12:00:00 AM,JAN,,N/A,WED,30900141,01/07/2009 12:00:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT
1,XX GREEN ST,39.114633163875,-84.5175654092784,OVER-THE-RHINE,OVER-THE-RHINE,675,10903678,1,,BLACK,MALE,18,NONFATAL,08/11/2009 12:00:00 AM,AUG,,N/A,TUE,10903678,08/11/2009 12:00:00 AM,DISTRICT 1,45202,OTR
3,32XX WARSAW AV,39.1092249123309,-84.5623217354312,EAST PRICE HILL,EAST PRICE HILL,"2,650",149014090,2,"CINCINNATI, OH 45205",BLACK,MALE,34,NONFATAL,06/14/2014 12:00:00 AM,JUN,230000,23,SAT,149014090,06/14/2014 11:00:00 PM,DISTRICT 3,45205,EAST PRICE HILL
1,16XX LOCKHURST LN,39.1138941476608,-84.5303163186963,WEST END,WEST END,"3,274",159029546,2,"CINCINNATI, OH 45202",BLACK,MALE,22,FATAL,10/28/2015 12:00:00 AM,OCT,212700,21,WED,159029546,10/28/2015 09:27:00 PM,DISTRICT 1,,WEST END
2,58XX CHANDLER ST,39.1640483334776,-84.3943327344714,MADISONVILLE,MADISONVILLE,180,20803075,1,,BLACK,MALE,22,NONFATAL,06/29/2008 12:00:00 AM,JUN,,N/A,SUN,20803075,06/29/2008 12:00:00 AM,DISTRICT 2,45227,MADISONVILLE
3,20XX WESTWOOD NORTHERN BV,39.1428252690378,-84.5595687801826,ENGLISH WOODS,ENGLISH WOODS,"3,075",159015883,1,"CINTI, OH 45225",BLACK,MALE,27,NONFATAL,06/21/2015 12:00:00 AM,JUN,021000,2,SUN,159015883,06/21/2015 02:10:00 AM,DISTRICT 3,45225,ENGLISH WOODS
5,50XX HAWAIIAN TE,39.1846685703345,-84.5631907631688,MT AIRY,MT. AIRY,"3,064",159015208,1,"CINC, OH 45223",BLACK,MALE,24,FATAL,06/14/2015 12:00:00 AM,JUN,221500,22,SUN,159015208,06/14/2015 10:15:00 PM,DISTRICT 5,45223,MOUNT AIRY
5,8XX GWINNETT RD,39.1908279498189,-84.519539182963,WINTON HILLS,WINTON HILLS,"3,236",159027472,1,"CINCINNATI, OH 45229",BLACK,MALE,42,NONFATAL,10/05/2015 12:00:00 AM,OCT,202500,20,MON,159027472,10/05/2015 08:25:00 PM,DISTRICT 5,,WINTON HILLS
2,32XX GILBERT AV,39.1366630308639,-84.4765673412523,EVANSTON,EVANSTON,"2,091",139002304,1,"CINCINNATI, OH 45207",BLACK,MALE,16,FATAL,01/28/2013 12:00:00 AM,JAN,190700,19,MON,139002304,01/28/2013 07:07:00 PM,DISTRICT 2,45207,EVANSTON
3,9XX CHATEAU AV,39.1069117523589,-84.5605529045738,EAST PRICE HILL,EAST PRICE HILL,"4,164",179052294,1,"CINCINNATI, OH 45205",BLACK,MALE,36,FATAL,12/05/2017 12:00:00 AM,DEC,222300,22,TUE,179052294,12/05/2017 10:23:00 PM,DISTRICT 3,,EAST PRICE HILL
0,11XX VINE ST,39.1068860250161,-84.5146173676113,CBD/RIVERFRONT,OVER-THE-RHINE,"2,083",139001230,1,"CINC, OH 45211",BLACK,MALE,20,NONFATAL,01/15/2013 12:00:00 AM,JAN,124700,12,TUE,139001230,01/15/2013 12:47:00 PM,CENTRAL BUSINESS SECTION,45202,DOWNTOWN
5,6XX DUTCH COLONY,39.1899193988769,-84.5130508801085,WINTON HILLS,WINTON HILLS,"2,230",139012892,1,"CINTI., OH 45232",BLACK,MALE,57,FATAL,05/28/2013 12:00:00 AM,MAY,232800,23,TUE,139012892,05/28/2013 11:28:00 PM,DISTRICT 5,45232,WINTON HILLS
4,33XX READING RD,39.1374501981399,-84.4954536670687,AVONDALE,AVONDALE,"2,251",139014551,1,"EDGEWOOD, KY 41017",BLACK,MALE,23,NONFATAL,06/10/2013 12:00:00 AM,JUN,161000,16,MON,139014551,06/10/2013 04:10:00 PM,DISTRICT 4,45229,AVONDALE
3,48XX PROSPERITY PL,39.1226362820148,-84.5977062191789,WEST PRICE HILL,WEST PRICE HILL,"2,798",149027034,1,"CINCINNATI, OH 45232",BLACK,MALE,22,NONFATAL,10/22/2014 12:00:00 AM,OCT,221000,22,WED,149027034,10/22/2014 10:10:00 PM,DISTRICT 3,45238,WEST PRICE HILL
5,40XX DELANEY ST,39.1590704285402,-84.5438775692051,NORTHSIDE,NORTHSIDE,561,50902826,1,,BLACK,MALE,20,NONFATAL,05/17/2009 12:00:00 AM,MAY,,N/A,SUN,50902826,05/17/2009 12:00:00 AM,DISTRICT 5,45223,NORTHSIDE
4,6XX GHOLSON AV,39.1494029295863,-84.493395278792,NORTH AVONDALE,AVONDALE,"2,432",139028726,2,"SARDINIA, OH 45171",WHITE,MALE,42,NONFATAL,10/19/2013 12:00:00 AM,OCT,171500,17,SAT,139028726,10/19/2013 05:15:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
1,18XX LINN ST,39.117498780203,-84.5268782752756,WEST END,WEST END,"1,107",11003997,1,"CINC, OH 45214",BLACK,MALE,18,NONFATAL,09/02/2010 12:00:00 AM,SEP,,N/A,THU,11003997,09/02/2010 12:00:00 AM,DISTRICT 1,45214,WEST END
5,DX,37.7958283903993,-89.3165636578326,,N/A,"2,819",149029053,1,"CINC, OH 45205",BLACK,MALE,29,NONFATAL,11/13/2014 12:00:00 AM,NOV,103600,10,THU,149029053,11/13/2014 10:36:00 AM,DISTRICT 5,45052,
1,16XX LOCKHURST,39.114696754283,-84.5305007016133,WEST END,WEST END,"1,663",11104818,1,"CINC., OH 45214",BLACK,MALE,30,NONFATAL,12/04/2011 12:00:00 AM,DEC,104700,10,SUN,11104818,12/04/2011 10:47:00 AM,DISTRICT 1,45214,WEST END
3,20XX MILLVALE CT,39.1494818621656,-84.5547368218607,MILLVALE,MILLVALE,"2,590",149009407,1,"CINCINNATI, OH 45205",BLACK,MALE,21,NONFATAL,04/27/2014 12:00:00 AM,APR,132100,13,SUN,149009407,04/27/2014 01:21:00 PM,DISTRICT 3,45225,MILLVALE
5,10XX GROESBECK RD,39.1925597682893,-84.5336670502963,WINTON HILLS,SPRING GROVE VILLAGE,539,50902326,1,,BLACK,MALE,33,NONFATAL,04/25/2009 12:00:00 AM,APR,,N/A,SAT,50902326,04/25/2009 12:00:00 AM,DISTRICT 5,45232,COLLEGE HILL
1,1XX E MCMICKEN AV,39.1148874197567,-84.5142646619834,OVER-THE-RHINE,OVER-THE-RHINE,"4,521",199000026,1,,BLACK,MALE,36,NONFATAL,01/01/2019 12:00:00 AM,JAN,040700,4,TUE,199000026,01/01/2019 04:07:00 AM,DISTRICT 1,,OTR
2,18XX HEWITT AV,39.1374586653356,-84.4725352896968,EVANSTON,EVANSTON,"3,221",159026804,5,"CINCINNATI, OH 45207",BLACK,MALE,30,NONFATAL,09/28/2015 12:00:00 AM,SEP,235200,23,MON,159026804,09/28/2015 11:52:00 PM,DISTRICT 2,,EVANSTON
5,57XX ST ELMO AV,39.196747984329,-84.5413649807147,COLLEGE HILL,COLLEGE HILL,"3,586",169018609,1,"CINCINNATI, OH 45224",BLACK,MALE,29,NONFATAL,07/24/2016 12:00:00 AM,JUL,233300,23,SUN,169018609,07/24/2016 11:33:00 PM,DISTRICT 5,,COLLEGE HILL
3,19XX WESTMONT LN,39.1223500770744,-84.5725943513528,WEST PRICE HILL,EAST PRICE HILL,"1,952",129025461,1,"CINC, OH 45205",BLACK,MALE,33,NONFATAL,09/06/2012 12:00:00 AM,SEP,030000,3,THU,129025461,09/06/2012 03:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
1,1XX E MCMICKEN ST,39.1149839456802,-84.5137520279649,OVER-THE-RHINE,OVER-THE-RHINE,"1,864",129017942,1,"LOUISVILLE KH, 40212",BLACK,MALE,39,NONFATAL,06/30/2012 12:00:00 AM,JUN,044000,4,SAT,129017942,06/30/2012 04:40:00 AM,DISTRICT 1,45202,OTR
1,1XX E MCMICKEN AV,39.1148894913867,-84.5141114607999,OVER-THE-RHINE,OVER-THE-RHINE,270,10804490,1,,BLACK,MALE,39,FATAL,08/27/2008 12:00:00 AM,AUG,,N/A,WED,10804490,08/27/2008 12:00:00 AM,DISTRICT 1,45202,OTR
4,5XX HALE AV,39.1402747955736,-84.4946530307966,AVONDALE,AVONDALE,66,40802036,1,,BLACK,MALE,17,NONFATAL,03/31/2008 12:00:00 AM,MAR,,N/A,MON,40802036,03/31/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
5,24XX KIPLING AV,39.2024926845841,-84.5711588240744,MT AIRY,MT. AIRY,"1,651",51106541,1,"CIN, OH 45231",WHITE,MALE,23,NONFATAL,11/19/2011 12:00:00 AM,NOV,183000,18,SAT,51106541,11/19/2011 06:30:00 PM,DISTRICT 5,45239,MOUNT AIRY
3,X NEVADA ST,39.1077822034888,-84.5538074573553,LOWER PRICE HILL,LOWER PRICE HILL,"3,232",159027296,1,"CINCINNATI, OH 45204",WHITE,MALE,17,NONFATAL,10/03/2015 12:00:00 AM,OCT,232000,23,SAT,159027296,10/03/2015 11:20:00 PM,DISTRICT 3,,LOWER PRICE HILL
5,50XX HAWAIIAN TE,39.1834938131249,-84.5643694913394,MT AIRY,MT. AIRY,"4,491",189031563,1,,HISPANIC,MALE,20,NONFATAL,12/01/2018 12:00:00 AM,DEC,165500,16,SAT,189031563,12/01/2018 04:55:00 PM,DISTRICT 5,,MOUNT AIRY
4,23XX ST JAMES AV,39.1227812238081,-84.4893836450539,WALNUT HILLS,WALNUT HILLS,"2,534",149004013,1,"CINC, OH 45215",BLACK,MALE,29,NONFATAL,02/22/2014 12:00:00 AM,FEB,013000,1,SAT,149004013,02/22/2014 01:30:00 AM,DISTRICT 4,45206,WALNUT HILLS
2,33XX FAIRFIELD ST,39.1370464716536,-84.4718995370464,EVANSTON,EVANSTON,"1,900",129021057,1,"CINC, OH 45207",BLACK,MALE,20,NONFATAL,07/29/2012 12:00:00 AM,JUL,114000,11,SUN,129021057,07/29/2012 11:40:00 AM,DISTRICT 2,45207,EVANSTON
3,40XX W LIBERTY ST,39.1178188565997,-84.5787568254253,WEST PRICE HILL,WEST PRICE HILL,"4,091",179040811,1,,BLACK,MALE,18,NONFATAL,09/29/2017 12:00:00 AM,SEP,215000,21,FRI,179040811,09/29/2017 09:50:00 PM,DISTRICT 3,,WEST PRICE HILL
3,20XX FARADAY RD,39.1524862383948,-84.5555686842718,MILLVALE,MILLVALE,"3,937",179019515,1,,BLACK,MALE,24,NONFATAL,05/27/2017 12:00:00 AM,MAY,102000,10,SAT,179019515,05/27/2017 10:20:00 AM,DISTRICT 3,,SOUTH CUMMINSVILLE
4,36XX EATON AV,39.1507223080521,-84.4904304787668,NORTH AVONDALE,AVONDALE,"2,643",149013917,1,"CINC, OH 45229",BLACK,MALE,45,NONFATAL,06/13/2014 12:00:00 AM,JUN,033000,3,FRI,149013917,06/13/2014 03:30:00 AM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
3,33XX PRICE AV,39.10693656961,-84.5645843197039,EAST PRICE HILL,EAST PRICE HILL,"1,437",31104824,1,"CINC, OH 45238",WHITE,MALE,35,NONFATAL,06/08/2011 12:00:00 AM,JUN,231500,23,WED,31104824,06/08/2011 11:15:00 PM,DISTRICT 3,45205,EAST PRICE HILL
3,32XX BOWLING GREEN CT,39.1428327624354,-84.5531009221612,MILLVALE,MILLVALE,"4,020",179030756,1,,BLACK,MALE,17,NONFATAL,08/02/2017 12:00:00 AM,AUG,193000,19,WED,179030756,08/02/2017 07:30:00 PM,DISTRICT 3,,MILLVALE
5,24XX HALSTEAD ST,39.126797433342,-84.5317936380381,CUF,CUF,"3,881",179010605,1,,BLACK,MALE,37,NONFATAL,03/29/2017 12:00:00 AM,MAR,002000,0,WED,179010605,03/29/2017 12:20:00 AM,DISTRICT 5,,CUF
1,4XX HOPKINS ST,39.1087735405355,-84.5233786443469,WEST END,WEST END,819,11000236,1,,,,109,NONFATAL,12/19/2009 12:00:00 AM,DEC,,N/A,SAT,11000236,12/19/2009 12:00:00 AM,DISTRICT 1,45203,WEST END
3,29XX WOODROW AV,39.1417818359727,-84.5860331897912,WESTWOOD,WESTWOOD,"2,761",149023369,1,"CINCINNATI, OH 45205",BLACK,FEMALE,27,NONFATAL,09/16/2014 12:00:00 AM,SEP,145800,14,TUE,149023369,09/16/2014 02:58:00 PM,DISTRICT 3,45211,WESTWOOD
4,9XX E MCMILLAN ST,39.1254765691079,-84.4897761322504,WALNUT HILLS,WALNUT HILLS,"1,843",129015278,1,"CINC, OH 45204",BLACK,MALE,35,NONFATAL,06/05/2012 12:00:00 AM,JUN,153000,15,TUE,129015278,06/05/2012 03:30:00 PM,DISTRICT 4,45206,WALNUT HILLS
4,7XX RIDGEWAY AV,39.1380425531466,-84.4953459049788,AVONDALE,AVONDALE,250,40805756,1,,BLACK,MALE,24,NONFATAL,08/10/2008 12:00:00 AM,AUG,,N/A,SUN,40805756,08/10/2008 12:00:00 AM,DISTRICT 4,45229,AVONDALE
3,10XX SUNSET AV,39.1126264644837,-84.5846954111509,WEST PRICE HILL,WEST PRICE HILL,833,30912471,1,,BLACK,MALE,20,NONFATAL,12/31/2009 12:00:00 AM,DEC,,N/A,THU,30912471,12/31/2009 12:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
4,31XX READING RD,39.1359264003831,-84.4966923167549,AVONDALE,AVONDALE,"3,002",159011510,3,"CINCINNATI, OH 45206",BLACK,MALE,34,NONFATAL,05/09/2015 12:00:00 AM,MAY,012500,1,SAT,159011510,05/09/2015 01:25:00 AM,DISTRICT 4,45229,AVONDALE
1,16XX PLEASANT ST,39.113914759217,-84.5176871540447,OVER-THE-RHINE,OVER-THE-RHINE,"3,675",169025638,1,,BLACK,MALE,27,NONFATAL,10/02/2016 12:00:00 AM,OCT,134100,13,SUN,169025638,10/02/2016 01:41:00 PM,DISTRICT 1,,OTR
1,3XX E THIRTEENTH ST,39.1104064186533,-84.510149231496,PENDLETON,PENDLETON,"3,478",169012460,1,"CINCINNATI, OH 45202",BLACK,MALE,31,FATAL,05/25/2016 12:00:00 AM,MAY,213500,21,WED,169012460,05/25/2016 09:35:00 PM,DISTRICT 1,,PENDLETON
4,35XX READING RD,39.1443248727991,-84.4906067872169,AVONDALE,AVONDALE,"2,504",149001040,2,"CINC, OH 45229",BLACK,MALE,20,NONFATAL,01/14/2014 12:00:00 AM,JAN,185000,18,TUE,149001040,01/14/2014 06:50:00 PM,DISTRICT 4,45229,AVONDALE
4,35XX READING RD,39.1455048727991,-84.4901167872169,AVONDALE,AVONDALE,"1,086",41005316,1,"CINC, OH 45237",BLACK,MALE,45,NONFATAL,08/25/2010 12:00:00 AM,AUG,,N/A,WED,41005316,08/25/2010 12:00:00 AM,DISTRICT 4,45229,AVONDALE
1,1XX GREEN ST,39.1133275165531,-84.5193726677272,OVER-THE-RHINE,OVER-THE-RHINE,"3,281",159029735,1,"CINTI, OH 45214",BLACK,MALE,40,NONFATAL,10/31/2015 12:00:00 AM,OCT,013400,1,SAT,159029735,10/31/2015 01:34:00 AM,DISTRICT 1,,OTR
1,16XX WALNUT ST,39.1141378469392,-84.5142480396209,OVER-THE-RHINE,OVER-THE-RHINE,"1,888",129019827,2,"CINCI, OH 45225",BLACK,MALE,30,FATAL,07/18/2012 12:00:00 AM,JUL,123100,12,WED,129019827,07/18/2012 12:31:00 PM,DISTRICT 1,45202,OTR
3,9XX PURCELL AV,39.1088473823502,-84.5643463105862,EAST PRICE HILL,EAST PRICE HILL,"3,316",159033039,2,"CINCINNATI, OH 45219",BLACK,MALE,32,NONFATAL,12/08/2015 12:00:00 AM,DEC,105900,10,TUE,159033039,12/08/2015 10:59:00 AM,DISTRICT 3,,EAST PRICE HILL
4,71XX READING RD,39.1908415474831,-84.461729299106,ROSELAWN,ROSELAWN,24,40800520,1,,BLACK,MALE,21,NONFATAL,01/23/2008 12:00:00 AM,JAN,,N/A,WED,40800520,01/23/2008 12:00:00 AM,DISTRICT 4,45237,ROSELAWN
5,13XX ARLINGTON ST,39.1445604268146,-84.5382465772787,CAMP WASHINGTON,CAMP WASHINGTON,"2,756",149023183,1,"ELSMERE, KY 41018",WHITE,MALE,32,NONFATAL,09/14/2014 12:00:00 AM,SEP,221000,22,SUN,149023183,09/14/2014 10:10:00 PM,DISTRICT 5,45225,CAMP WASHINGTON
3,21XX STORRS ST,39.1030053394702,-84.5526778278924,LOWER PRICE HILL,LOWER PRICE HILL,"3,257",159028846,2,"CINCINNATI, OH 45225",BLACK,MALE,22,NONFATAL,10/20/2015 12:00:00 AM,OCT,212000,21,TUE,159028846,10/20/2015 09:20:00 PM,DISTRICT 3,,LOWER PRICE HILL
4,30XX WALTER AV,39.1338359311714,-84.4866775945295,WALNUT HILLS,WALNUT HILLS,"1,759",129006978,1,"CINC, OH 45206",BLACK,MALE,21,NONFATAL,03/19/2012 12:00:00 AM,MAR,042000,4,MON,129006978,03/19/2012 04:20:00 AM,DISTRICT 4,45206,WALNUT HILLS
