DISTRICT,INCLOCATION_X,LATITUDE_X,LONGITUDE_X,CPD_NEIGHBORHOOD,SNA_NEIGHBORHOOD,OID,RMS_NO,VICCOUNT,CITYSTATEZIP,RACE,SEX,AGE,TYPE,DATEOCCURRED,MONTHOCCURED,TIMEOCCURED,HROCCURED,DAYOCCURRED,RMSDUP,DATETIME,DSTFULL,ZIP,COMMUNITY_COUNCIL_NEIGHBORHOOD
5,13XX HOPPLE ST,39.1377783950731,-84.5375284724763,CAMP WASHINGTON,CAMP WASHINGTON,"1,094",51005246,2,"CINC, OH 45232",BLACK,MALE,24,NONFATAL,08/28/2010 12:00:00 AM,AUG,,N/A,SAT,51005246,08/28/2010 12:00:00 AM,DISTRICT 5,45225,CAMP WASHINGTON
3,32XX MOOSEWOOD AV,39.1423830424414,-84.5521509226758,MILLVALE,MILLVALE,976,31004605,1,,BLACK,MALE,18,NONFATAL,05/21/2010 12:00:00 AM,MAY,,N/A,FRI,31004605,05/21/2010 12:00:00 AM,DISTRICT 3,45225,MILLVALE
4,24XX CONCORD ST,39.1253460930261,-84.4926746862565,WALNUT HILLS,WALNUT HILLS,391,40809100,1,,BLACK,MALE,19,NONFATAL,12/05/2008 12:00:00 AM,DEC,,N/A,FRI,40809100,12/05/2008 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
3,40XX ST LAWRENCE AV,39.1092039908165,-84.5809938306778,WEST PRICE HILL,WEST PRICE HILL,"3,597",169019327,1,"CINCINNATI, OH 45205",HISPANIC,MALE,31,FATAL,08/01/2016 12:00:00 AM,AUG,053000,5,MON,169019327,08/01/2016 05:30:00 AM,DISTRICT 3,,WEST PRICE HILL
1,8XX YORK ST,39.1182183374886,-84.5278117483379,WEST END,WEST END,"3,379",169003938,1,"CINCINNATI, OH 45223",BLACK,MALE,18,NONFATAL,02/19/2016 12:00:00 AM,FEB,174500,17,FRI,169003938,02/19/2016 05:45:00 PM,DISTRICT 1,,WEST END
5,14XX AMBROSE AV,39.2010939637505,-84.5438966555503,COLLEGE HILL,COLLEGE HILL,"2,182",139009683,1,"CINC, OH 45224",BLACK,FEMALE,56,NONFATAL,04/25/2013 12:00:00 AM,APR,005100,0,THU,139009683,04/25/2013 12:51:00 AM,DISTRICT 5,45224,COLLEGE HILL
2,57XX MADISON RD,39.1609273089076,-84.3961480249903,MADISONVILLE,MADISONVILLE,"1,315",21100837,1,"CINC, OH 45237",BLACK,MALE,43,NONFATAL,03/05/2011 12:00:00 AM,MAR,175500,17,SAT,21100837,03/05/2011 05:55:00 PM,DISTRICT 2,45227,MADISONVILLE
5,7XX GWINNETT RD,39.1912035782044,-84.5133687392143,WINTON HILLS,WINTON HILLS,"2,144",139007371,1,"CINC, OH 45232",BLACK,FEMALE,15,NONFATAL,03/30/2013 12:00:00 AM,MAR,122500,12,SAT,139007371,03/30/2013 12:25:00 PM,DISTRICT 5,45232,WINTON HILLS
1,XX E MCMICKEN AV,39.1146707950889,-84.515427007041,OVER-THE-RHINE,OVER-THE-RHINE,"2,403",139026787,1,"CINC, OH 45202",BLACK,MALE,84,FATAL,09/29/2013 12:00:00 AM,SEP,055000,5,SUN,139026787,09/29/2013 05:50:00 AM,DISTRICT 1,45202,OTR
1,20XX MOHAWK PL,39.1202435104269,-84.5251408305778,OVER-THE-RHINE,OVER-THE-RHINE,"1,784",129009044,1,"CINC, OH 45224",BLACK,MALE,49,FATAL,04/07/2012 12:00:00 AM,APR,220700,22,SAT,129009044,04/07/2012 10:07:00 PM,DISTRICT 1,45214,OTR
5,32XX COLERAIN AV #21,39.1413622481477,-84.5381278037685,CAMP WASHINGTON,CAMP WASHINGTON,"1,714",129001498,1,"CINC, OH 45217",BLACK,FEMALE,21,FATAL,01/15/2012 12:00:00 AM,JAN,145500,14,SUN,129001498,01/15/2012 02:55:00 PM,DISTRICT 5,45225,CAMP WASHINGTON
3,22XX WILLIAMSBURG DR,39.1542412360535,-84.5599252873047,VILLAGES AT ROLL HILL,VILLAGES AT ROLL HILL,534,30903341,1,,BLACK,MALE,39,NONFATAL,04/21/2009 12:00:00 AM,APR,,N/A,TUE,30903341,04/21/2009 12:00:00 AM,DISTRICT 3,45225,VILLAGES AT ROLL HILL
4,9XX E MCMILLAN ST,39.126083296837,-84.4909319328278,WALNUT HILLS,WALNUT HILLS,"3,090",159016677,1,"CINC, OH 45229",BLACK,MALE,45,NONFATAL,06/28/2015 12:00:00 AM,JUN,224300,22,SUN,159016677,06/28/2015 10:43:00 PM,DISTRICT 4,45206,WALNUT HILLS
5,XX WUEST ST,39.1618616305451,-84.5047375695069,CLIFTON,CLIFTON,"2,459",139031978,1,"CINCINNATI, OH 45207",BLACK,MALE,35,NONFATAL,11/23/2013 12:00:00 AM,NOV,213900,21,SAT,139031978,11/23/2013 09:39:00 PM,DISTRICT 5,45217,NORTH AVONDALE
1,2XX MULBERRY ST #1,39.1162469338698,-84.5125436301194,OVER-THE-RHINE,OVER-THE-RHINE,"1,307",11100722,1,"CINC., OH 45202",BLACK,MALE,26,NONFATAL,02/25/2011 12:00:00 AM,FEB,152000,15,FRI,11100722,02/25/2011 03:20:00 PM,DISTRICT 1,45202,MOUNT AUBURN
4,27XX ASHLAND AV,39.1291050534555,-84.481739802161,WALNUT HILLS,WALNUT HILLS,816,40908634,1,,BLACK,MALE,41,NONFATAL,12/15/2009 12:00:00 AM,DEC,,N/A,TUE,40908634,12/15/2009 12:00:00 AM,DISTRICT 4,45206,EAST WALNUT HILLS
1,16XX VINE ST,39.1141971757201,-84.5154011033332,OVER-THE-RHINE,OVER-THE-RHINE,751,10904984,1,,BLACK,MALE,17,NONFATAL,10/22/2009 12:00:00 AM,OCT,,N/A,THU,10904984,10/22/2009 12:00:00 AM,DISTRICT 1,45202,OTR
5,46XX CHICKERING AV,39.1740544138429,-84.51234809681,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,"3,760",169033400,1,"CINCINNATI, OH 45239",BLACK,MALE,17,NONFATAL,12/22/2016 12:00:00 AM,DEC,104500,10,THU,169033400,12/22/2016 10:45:00 AM,DISTRICT 5,,SPRING GROVE VILLAGE
4,16XX SUMMIT RD,39.2032163967936,-84.455854457475,ROSELAWN,ROSELAWN,"4,067",179037430,1,,BLACK,MALE,44,NONFATAL,09/10/2017 12:00:00 AM,SEP,223000,22,SUN,179037430,09/10/2017 10:30:00 PM,DISTRICT 4,,ROSELAWN
3,14XX ERNST ST,39.1222714692966,-84.5444926923,SOUTH FAIRMOUNT,EAST PRICE HILL,"3,638",169022901,1,,WHITE,MALE,41,NONFATAL,09/04/2016 12:00:00 AM,SEP,203000,20,SUN,169022901,09/04/2016 08:30:00 PM,DISTRICT 3,,SOUTH FAIRMOUNT
3,24XX PINETREE ST,39.1255336875198,-84.5478729470623,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,"2,907",159004750,1,"ERLANGER, KY 410018",WHITE,MALE,49,NONFATAL,02/27/2015 12:00:00 AM,FEB,200000,20,FRI,159004750,02/27/2015 08:00:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
1,XX E MCMICKEN AV,39.1159937803297,-84.5161184555369,OVER-THE-RHINE,OVER-THE-RHINE,"3,833",179004624,1,,BLACK,MALE,42,NONFATAL,02/19/2017 12:00:00 AM,FEB,052000,5,SUN,179004624,02/19/2017 05:20:00 AM,DISTRICT 1,,OTR
4,6XX MAPLE AV,39.1425374132668,-84.4944660341204,AVONDALE,AVONDALE,"3,112",159017963,1,"CINCINNATI, OH 45206",BLACK,MALE,14,NONFATAL,07/11/2015 12:00:00 AM,JUL,230000,23,SAT,159017963,07/11/2015 11:00:00 PM,DISTRICT 4,45229,AVONDALE
3,33XX CAVANAUGH AV,39.1454035907987,-84.5740020817782,WESTWOOD,WESTWOOD,"4,425",189025387,1,,BLACK,MALE,28,NONFATAL,09/18/2018 12:00:00 AM,SEP,124000,12,TUE,189025387,09/18/2018 12:40:00 PM,DISTRICT 3,,WESTWOOD
4,39XX WESS PARK DR,39.160395565467,-84.4992893793781,NORTH AVONDALE,AVONDALE,"2,889",159002947,1,"CINC, OH 45229",BLACK,MALE,24,NONFATAL,02/03/2015 12:00:00 AM,FEB,221500,22,TUE,159002947,02/03/2015 10:15:00 PM,DISTRICT 4,45217,NORTH AVONDALE
3,24XX BEEKMAN ST,39.1246832750451,-84.5533781184804,SOUTH FAIRMOUNT,EAST PRICE HILL,"3,550",169017017,1,"CINCINNATI, OH 45214",WHITE,MALE,44,NONFATAL,07/10/2016 12:00:00 AM,JUL,062500,6,SUN,169017017,07/10/2016 06:25:00 AM,DISTRICT 3,,SOUTH FAIRMOUNT
1,14XX VINE ST,39.1119702216216,-84.5160285824614,OVER-THE-RHINE,OVER-THE-RHINE,"3,331",159033812,1,"CINCINNATI, OH 45219",BLACK,FEMALE,20,NONFATAL,12/17/2015 12:00:00 AM,DEC,195500,19,THU,159033812,12/17/2015 07:55:00 PM,DISTRICT 1,,OTR
1,21XX CENTRAL AV,39.1204991743326,-84.5300295907623,WEST END,WEST END,28,10800492,1,,BLACK,MALE,29,NONFATAL,01/31/2008 12:00:00 AM,JAN,,N/A,THU,10800492,01/31/2008 12:00:00 AM,DISTRICT 1,45214,WEST END
4,83XX ANTHONY WAYNE AV,39.2154758948135,-84.4626453980875,HARTWELL,HARTWELL,"1,542",41105332,2,"CINC, OH 45216",WHITE,MALE,111,NONFATAL,08/20/2011 12:00:00 AM,AUG,024000,2,SAT,41105332,08/20/2011 02:40:00 AM,DISTRICT 4,45216,HARTWELL
1,17XX VINE ST,39.1154884543888,-84.5170704430002,OVER-THE-RHINE,OVER-THE-RHINE,"3,032",159013231,1,"CINTI, OH 45211",WHITE,MALE,43,NONFATAL,05/25/2015 12:00:00 AM,MAY,233000,23,MON,159013231,05/25/2015 11:30:00 PM,DISTRICT 1,45202,OTR
3,21XX QUEEN CITY AV,39.1276769676487,-84.5730615604831,SOUTH FAIRMOUNT,WESTWOOD,"1,860",129017607,1,"CINC, OH 45220",BLACK,MALE,24,NONFATAL,06/27/2012 12:00:00 AM,JUN,034000,3,WED,129017607,06/27/2012 03:40:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT - WESTWOOD
1,XX E MCMICKEN AV,39.115163289903,-84.5147449076304,OVER-THE-RHINE,OVER-THE-RHINE,"3,208",159025620,1,"CINTI, OH 45237",BLACK,MALE,26,NONFATAL,09/19/2015 12:00:00 AM,SEP,035200,3,SAT,159025620,09/19/2015 03:52:00 AM,DISTRICT 1,,OTR
4,XX FOREST AV,39.1482558238799,-84.5082573540163,AVONDALE,AVONDALE,164,40804188,1,,BLACK,MALE,24,NONFATAL,06/18/2008 12:00:00 AM,JUN,,N/A,WED,40804188,06/18/2008 12:00:00 AM,DISTRICT 4,45220,AVONDALE
2,59XX MADISON AV,39.1602832150208,-84.391680796621,MADISONVILLE,MADISONVILLE,"2,231",139013383,1,"CINC, OH 45227",BLACK,MALE,17,NONFATAL,05/29/2013 12:00:00 AM,MAY,170000,17,WED,139013383,05/29/2013 05:00:00 PM,DISTRICT 2,45227,MADISONVILLE
4,8XX HUTCHINS AV,39.1452287789297,-84.485959320606,AVONDALE,AVONDALE,"4,528",199001162,1,,BLACK,MALE,19,NONFATAL,01/15/2019 12:00:00 AM,JAN,190200,19,TUE,199001162,01/15/2019 07:02:00 PM,DISTRICT 4,,AVONDALE
3,29XX FISCHER PL,39.1445703000667,-84.5956247972294,WESTWOOD,WESTWOOD,"3,297",159030844,1,"CINTI, OH 45211",BLACK,MALE,24,NONFATAL,11/13/2015 12:00:00 AM,NOV,001000,0,FRI,159030844,11/13/2015 12:10:00 AM,DISTRICT 3,,WESTWOOD
3,18XX FAIRMOUNT AV,39.1303250559064,-84.5584153422815,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,"3,104",159017574,1,"CINCINNATI, OH 45214",WHITE,MALE,87,FATAL,07/07/2015 12:00:00 AM,JUL,130000,13,TUE,159017574,07/07/2015 01:00:00 PM,DISTRICT 3,45214,SOUTH FAIRMOUNT
4,XX GLENWOOD AV,39.1565819547608,-84.5062178574212,NORTH AVONDALE,AVONDALE,"3,612",169021350,1,,BLACK,MALE,34,NONFATAL,08/20/2016 12:00:00 AM,AUG,153000,15,SAT,169021350,08/20/2016 03:30:00 PM,DISTRICT 4,,CLIFTON
5,59XX KENNETH AV,39.1995520919068,-84.5391912030245,COLLEGE HILL,COLLEGE HILL,"1,167",51006203S2,2,"CINC, OH 45224",WHITE,MALE,25,NONFATAL,10/09/2010 12:00:00 AM,OCT,,N/A,SAT,51006203S2,10/09/2010 12:00:00 AM,DISTRICT 5,45224,COLLEGE HILL
3,8XX MCPHERSON AV,39.1067073292613,-84.5718512645571,EAST PRICE HILL,EAST PRICE HILL,"3,445",169009660,1,"CINCINNATI, OH 45205",BLACK,MALE,30,NONFATAL,04/24/2016 12:00:00 AM,APR,201000,20,SUN,169009660,04/24/2016 08:10:00 PM,DISTRICT 3,,EAST PRICE HILL
2,46XX KELLOGG AV,39.0897294237156,-84.4262928493522,EAST END,LINWOOD,"3,866",179010261,17,,BLACK,MALE,26,NONFATAL,03/26/2017 12:00:00 AM,MAR,013000,1,SUN,179010261,03/26/2017 01:30:00 AM,DISTRICT 2,,EAST END
3,8XX MCPHERSON AV,39.1058506985827,-84.5699603942149,EAST PRICE HILL,EAST PRICE HILL,"2,687",149016902,1,"CINCINNATI, OH 45205",BLACK,MALE,28,NONFATAL,07/14/2014 12:00:00 AM,JUL,002000,0,MON,149016902,07/14/2014 12:20:00 AM,DISTRICT 3,45205,EAST PRICE HILL
4,8XX HUTCHINS AV,39.1441866179678,-84.4869479690763,AVONDALE,AVONDALE,"4,361",189019752,2,,BLACK,MALE,15,NONFATAL,07/22/2018 12:00:00 AM,JUL,010000,1,SUN,189019752,07/22/2018 01:00:00 AM,DISTRICT 4,,AVONDALE
3,49XX GLENWAY AV,39.1199345956512,-84.6003122213752,WEST PRICE HILL,WEST PRICE HILL,"4,595",199008591,1,,BLACK,MALE,28,NONFATAL,04/27/2019 12:00:00 AM,APR,120000,12,SAT,199008591,04/27/2019 12:00:00 PM,DISTRICT 3,,WEST PRICE HILL
3,17XX MONTROSE ST,39.1268043670695,-84.5545602689474,SOUTH FAIRMOUNT,SOUTH FAIRMOUNT,805,30911718,1,,BLACK,MALE,50,NONFATAL,12/08/2009 12:00:00 AM,DEC,,N/A,TUE,30911718,12/08/2009 12:00:00 AM,DISTRICT 3,45214,SOUTH FAIRMOUNT
2,43XX KELLOGG AV,39.0999834175148,-84.4329854461234,EAST END,LINWOOD,"2,098",139002861,4,"CINC, OH 45205",BLACK,FEMALE,20,NONFATAL,02/02/2013 12:00:00 AM,FEB,015000,1,SAT,139002861,02/02/2013 01:50:00 AM,DISTRICT 2,45226,EAST END
5,46XX KINGS RUN DR,39.1765973432082,-84.5095702357706,SPRING GROVE VILLAGE,SPRING GROVE VILLAGE,"4,238",189008216,1,,BLACK,MALE,19,NONFATAL,03/31/2018 12:00:00 AM,MAR,010400,1,SAT,189008216,03/31/2018 01:04:00 AM,DISTRICT 5,,SPRING GROVE VILLAGE
3,34XX LEHMAN RD,39.1158499414913,-84.5657699711297,EAST PRICE HILL,EAST PRICE HILL,"1,621",31109427,1,"CINC, OH",BLACK,MALE,15,NONFATAL,10/27/2011 12:00:00 AM,OCT,124000,12,THU,31109427,10/27/2011 12:40:00 PM,DISTRICT 3,45205,EAST PRICE HILL
5,50XX HAWAIIAN TE,39.1835769850017,-84.5631436723226,MT AIRY,MT. AIRY,"4,158",179051227,2,,BLACK,FEMALE,31,NONFATAL,11/30/2017 12:00:00 AM,NOV,185500,18,THU,179051227,11/30/2017 06:55:00 PM,DISTRICT 5,,MOUNT AIRY
1,16XX LOCKHURST LN,39.1149552109033,-84.5301741597534,WEST END,WEST END,"2,002",129030884,1,"CINC, OH 45207",BLACK,MALE,30,NONFATAL,10/23/2012 12:00:00 AM,OCT,165100,16,TUE,129030884,10/23/2012 04:51:00 PM,DISTRICT 1,45214,WEST END
2,18XX HEWITT AV,39.136966020682,-84.4697564364381,EVANSTON,EVANSTON,"3,057",159014795,3,"CINCINNATI, OH 45237",BLACK,MALE,32,NONFATAL,06/10/2015 12:00:00 AM,JUN,144300,14,WED,159014795,06/10/2015 02:43:00 PM,DISTRICT 2,45207,EVANSTON
5,58XX HAMILTON AV,39.1977407256922,-84.5465539163777,COLLEGE HILL,COLLEGE HILL,"3,235",159027473,1,"CINCINNATI, OH 45224",BLACK,MALE,24,NONFATAL,10/05/2015 12:00:00 AM,OCT,191700,19,MON,159027473,10/05/2015 07:17:00 PM,DISTRICT 5,,COLLEGE HILL
1,10XX LINN ST,39.1060321715559,-84.5287571564472,WEST END,WEST END,137,10802510,1,,BLACK,MALE,27,NONFATAL,05/30/2008 12:00:00 AM,MAY,,N/A,FRI,10802510,05/30/2008 12:00:00 AM,DISTRICT 1,45203,WEST END
1,5XX E THIRTEENTH ST,39.109871928742,-84.5057082236682,PENDLETON,PENDLETON,716,10904235,2,,BLACK,MALE,21,NONFATAL,09/11/2009 12:00:00 AM,SEP,,N/A,FRI,10904235,09/11/2009 12:00:00 AM,DISTRICT 1,45202,PENDLETON
5,XX W MITCHELL AV,39.1601965552498,-84.5061670286185,CLIFTON,CLIFTON,"1,160",51006127S1,1,"CINC., OH 45217",BLACK,MALE,29,NONFATAL,10/05/2010 12:00:00 AM,OCT,,N/A,TUE,51006127S1,10/05/2010 12:00:00 AM,DISTRICT 5,45217,CLIFTON
1,16XX LINN ST,39.1151501888405,-84.5273666569731,WEST END,WEST END,"3,187",159023825,1,"CINCINNATI, OH 45211",BLACK,MALE,33,NONFATAL,09/02/2015 12:00:00 AM,SEP,112100,11,WED,159023825,09/02/2015 11:21:00 AM,DISTRICT 1,45214,WEST END
2,19XX FAIRFAX AV,39.1340658911087,-84.4659665674017,EVANSTON,EVANSTON,"3,730",169030426,1,,WHITE,FEMALE,35,FATAL,11/20/2016 12:00:00 AM,NOV,010000,1,SUN,169030426,11/20/2016 01:00:00 AM,DISTRICT 2,,EAST WALNUT HILLS
3,9XX ELBERON AV,39.1097637734421,-84.5655642857532,EAST PRICE HILL,EAST PRICE HILL,"3,407",169005468,1,"CINCINNATI, OH 45205",BLACK,MALE,23,FATAL,03/09/2016 12:00:00 AM,MAR,060000,6,WED,169005468,03/09/2016 06:00:00 AM,DISTRICT 3,,EAST PRICE HILL
5,27XX HILLVISTA LN,39.1924261922418,-84.5729686517311,MT AIRY,MT. AIRY,943,51001877,1,,BLACK,MALE,29,NONFATAL,04/13/2010 12:00:00 AM,APR,,N/A,TUE,51001877,04/13/2010 12:00:00 AM,DISTRICT 5,45239,MOUNT AIRY
5,49XX HAWAIIAN TE,39.1832949119364,-84.5634691254252,MT AIRY,MT. AIRY,"4,072",179037922,2,,BLACK,FEMALE,12,NONFATAL,09/12/2017 12:00:00 AM,SEP,205500,20,TUE,179037922,09/12/2017 08:55:00 PM,DISTRICT 5,,MOUNT AIRY
1,16XX JOHN ST,39.1128210689244,-84.524220863376,WEST END,WEST END,"2,027",129033620,1,"CINC, OH 45214",BLACK,MALE,23,NONFATAL,11/16/2012 12:00:00 AM,NOV,235000,23,FRI,129033620,11/16/2012 11:50:00 PM,DISTRICT 1,45214,WEST END
3,10XX ROSEMONT AV,39.1120654108354,-84.5841785119653,WEST PRICE HILL,WEST PRICE HILL,"4,069",179037727,3,,WHITE,FEMALE,50,NONFATAL,09/11/2017 12:00:00 AM,SEP,211900,21,MON,179037727,09/11/2017 09:19:00 PM,DISTRICT 3,,WEST PRICE HILL
1,16XX HAMER ST,39.1157901687148,-84.5156328453971,OVER-THE-RHINE,OVER-THE-RHINE,"4,471",189029597,1,,BLACK,MALE,30,NONFATAL,11/06/2018 12:00:00 AM,NOV,093000,9,TUE,189029597,11/06/2018 09:30:00 AM,DISTRICT 1,,OTR
3,26XX QUEEN CITY AV,39.1316754060033,-84.5915827687579,WESTWOOD,WESTWOOD,"1,791",129009377,1,"CINC, OH 45239",WHITE,MALE,31,NONFATAL,04/12/2012 12:00:00 AM,APR,220000,22,THU,129009377,04/12/2012 10:00:00 PM,DISTRICT 3,45238,WESTWOOD
2,15XX ST LEGER PL,39.1387653461568,-84.4760589984328,EVANSTON,EVANSTON,"1,514",21103273,1,"CINC, OH 45203",BLACK,MALE,33,NONFATAL,07/30/2011 12:00:00 AM,JUL,235000,23,SAT,21103273,07/30/2011 11:50:00 PM,DISTRICT 2,45207,EVANSTON
5,5XX DUTCH COLONY DR,39.1889038271476,-84.5107755432868,WINTON HILLS,WINTON HILLS,"3,020",159012309,1,"CINC, OH 45212",BLACK,MALE,21,NONFATAL,05/16/2015 12:00:00 AM,MAY,231000,23,SAT,159012309,05/16/2015 11:10:00 PM,DISTRICT 5,45232,WINTON HILLS
1,XX E MCMICKEN AV,39.1160215940022,-84.5153039379342,OVER-THE-RHINE,OVER-THE-RHINE,"2,564",149006631,2,"CINCINNATI, OH 45208",BLACK,MALE,30,NONFATAL,03/27/2014 12:00:00 AM,MAR,214500,21,THU,149006631,03/27/2014 09:45:00 PM,DISTRICT 1,45202,OTR
4,9XX BURTON AV,39.151983686578,-84.4852019070423,NORTH AVONDALE,AVONDALE,"1,591",41106497,1,"CINC, OH",BLACK,MALE,26,NONFATAL,09/30/2011 12:00:00 AM,SEP,120000,12,FRI,41106497,09/30/2011 12:00:00 PM,DISTRICT 4,45229,AVONDALE - NORTH AVONDALE
4,8XX CLEVELAND AV,39.1423227485577,-84.4900126812485,AVONDALE,AVONDALE,"4,466",189029444,1,,BLACK,MALE,35,NONFATAL,11/04/2018 12:00:00 AM,NOV,152500,15,SUN,189029444,11/04/2018 03:25:00 PM,DISTRICT 4,,AVONDALE
4,5XX CARPLIN PL,39.1382756190926,-84.496764520469,AVONDALE,AVONDALE,"3,972",179025318,1,,BLACK,MALE,22,NONFATAL,07/03/2017 12:00:00 AM,JUL,224300,22,MON,179025318,07/03/2017 10:43:00 PM,DISTRICT 4,,AVONDALE
4,X FOREST AV,39.1488165839057,-84.5112684490447,AVONDALE,AVONDALE,"2,946",159008020,2,"CINC, OH 45220",BLACK,MALE,21,NONFATAL,04/04/2015 12:00:00 AM,APR,195000,19,SAT,159008020,04/04/2015 07:50:00 PM,DISTRICT 4,45220,AVONDALE
3,12XX GILSEY AV,39.1141692652997,-84.580346691789,WEST PRICE HILL,WEST PRICE HILL,58,30802442,1,,BLACK,MALE,22,NONFATAL,03/25/2008 12:00:00 AM,MAR,,N/A,TUE,30802442,03/25/2008 12:00:00 AM,DISTRICT 3,45205,WEST PRICE HILL
1,17XX VINE ST,39.1148463564836,-84.5160346780185,OVER-THE-RHINE,OVER-THE-RHINE,"1,320",11100909,1,"C/O, 45211",BLACK,MALE,20,NONFATAL,03/11/2011 12:00:00 AM,MAR,150000,15,FRI,11100909,03/11/2011 03:00:00 PM,DISTRICT 1,45202,OTR
1,10XX LINN ST,39.1058714817973,-84.5280614872196,WEST END,WEST END,275,10804009,2,,BLACK,FEMALE,51,FATAL,09/05/2008 12:00:00 AM,SEP,,N/A,FRI,10804009,09/05/2008 12:00:00 AM,DISTRICT 1,45203,WEST END
1,S I75 AT 1-5 MM,39.1098485233042,-84.5321326950579,WEST END,QUEENSGATE,"3,181",159023538,3,"CINCINNATI, OH 45240",BLACK,MALE,21,NONFATAL,08/30/2015 12:00:00 AM,AUG,234500,23,SUN,159023538,08/30/2015 11:45:00 PM,DISTRICT 1,45214,QUEENSGATE
2,56XX MONTGOMERY RD,39.1762740809426,-84.4398841726596,PLEASANT RIDGE,PLEASANT RIDGE,"2,335",139020667,1,"MASON, OH 45040",UNKNOWN,MALE,22,FATAL,08/04/2013 12:00:00 AM,AUG,204600,20,SUN,139020667,08/04/2013 08:46:00 PM,DISTRICT 2,45212,PLEASANT RIDGE
0,5XX WALNUT ST,39.1015511179944,-84.5109317948169,CBD/RIVERFRONT,DOWNTOWN,"3,803",179002415,1,,BLACK,MALE,41,NONFATAL,01/25/2017 12:00:00 AM,JAN,151300,15,WED,179002415,01/25/2017 03:13:00 PM,CENTRAL BUSINESS SECTION,,DOWNTOWN
1,16XX LINN ST,39.1146681351615,-84.5275618342924,WEST END,WEST END,"4,043",179033982,2,,BLACK,MALE,53,NONFATAL,08/22/2017 12:00:00 AM,AUG,232500,23,TUE,179033982,08/22/2017 11:25:00 PM,DISTRICT 1,,WEST END
4,8XX LINCOLN AV,39.1319289372053,-84.490071989776,WALNUT HILLS,WALNUT HILLS,"2,620",149011541,2,"CINC, OH 45207",BLACK,MALE,40,NONFATAL,05/20/2014 12:00:00 AM,MAY,005000,0,TUE,149011541,05/20/2014 12:50:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,34XX READING RD,39.1413241062579,-84.4932494502988,AVONDALE,AVONDALE,"1,924",129022790,1,"CINC, OH 45215",BLACK,MALE,27,NONFATAL,08/11/2012 12:00:00 AM,AUG,180000,18,SAT,129022790,08/11/2012 06:00:00 PM,DISTRICT 4,45229,AVONDALE
3,36XX SCHWARTZE,39.146673882197,-84.6188109192873,WESTWOOD,WESTWOOD,"2,892",159003303,1,"CINC, OH 45248",WHITE,MALE,20,FATAL,02/07/2015 12:00:00 AM,FEB,000100,0,SAT,159003303,02/07/2015 12:01:00 AM,DISTRICT 3,45211,WESTWOOD
3,27XX ERLENE DR,39.1273969136884,-84.590246726931,WESTWOOD,WESTWOOD,"3,779",179000653,1,,BLACK,MALE,24,NONFATAL,01/08/2017 12:00:00 AM,JAN,113000,11,SUN,179000653,01/08/2017 11:30:00 AM,DISTRICT 3,,WESTWOOD
3,27XX FABER AV,39.1376490774712,-84.5772844213047,WESTWOOD,WESTWOOD,"1,717",129001426,1,"CINC, OH 45211",BLACK,MALE,16,NONFATAL,01/17/2012 12:00:00 AM,JAN,201100,20,TUE,129001426,01/17/2012 08:11:00 PM,DISTRICT 3,45211,WESTWOOD
4,48XX READING RD,39.1751894532399,-84.4671426532195,BOND HILL,BOND HILL,492,40901654,2,,BLACK,MALE,20,NONFATAL,03/13/2009 12:00:00 AM,MAR,,N/A,FRI,40901654,03/13/2009 12:00:00 AM,DISTRICT 4,45237,BOND HILL
4,6XX MAPLE AV,39.1426574132668,-84.4936160341204,AVONDALE,AVONDALE,"3,431",169008498,1,"CINCINNATI, OH 45209",BLACK,MALE,24,NONFATAL,04/02/2016 12:00:00 AM,APR,073000,7,SAT,169008498,04/02/2016 07:30:00 AM,DISTRICT 4,,AVONDALE
4,1XX RION LN,39.1580317123861,-84.5012374048445,NORTH AVONDALE,AVONDALE,"4,183",189000374,2,,BLACK,MALE,19,FATAL,01/03/2018 12:00:00 AM,JAN,172500,17,WED,189000374,01/03/2018 05:25:00 PM,DISTRICT 4,,AVONDALE - NORTH AVONDALE
4,36XX IRVING ST,39.149105175374,-84.5075599516607,AVONDALE,AVONDALE,"3,089",159016666,1,"CINC, OH 45229",BLACK,MALE,19,FATAL,06/28/2015 12:00:00 AM,JUN,132700,13,SUN,159016666,06/28/2015 01:27:00 PM,DISTRICT 4,45220,AVONDALE
4,9XX E MCMILLAN ST,39.1253063344052,-84.4900391920392,WALNUT HILLS,WALNUT HILLS,"1,133",41005897,2,"CINC, OH 45229",BLACK,FEMALE,20,NONFATAL,09/17/2010 12:00:00 AM,SEP,,N/A,FRI,41005897,09/17/2010 12:00:00 AM,DISTRICT 4,45206,WALNUT HILLS
4,2XX GILMAN AV,39.121082574553,-84.5061407243261,MT AUBURN,MT. AUBURN,"2,919",159006393,1,"CINC, OH 45219",BLACK,MALE,22,NONFATAL,03/18/2015 12:00:00 AM,MAR,170500,17,WED,159006393,03/18/2015 05:05:00 PM,DISTRICT 4,45219,MOUNT AUBURN
